,american_name,country,lat,long,conf_count,date,cured_count,dead_count,country_2
1827,France,France,47.0,2.0,11,2020-02-08,0,0,France
1828,Nepal,Nepal,28.1667,84.25,1,2020-02-08,0,0,Nepal
1829,Malaysia,Malaysia,2.5,112.5,16,2020-02-08,1,0,Malaysia
1830,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-08,0,0,Canada
1831,British Columbia,Canada,49.2827,-123.1207,4,2020-02-08,0,0,Canada
1832,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-08,0,0,United States of America
1833,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-08,0,0,United States of America
1834,New South Wales,Australia,-33.8688,151.2093,4,2020-02-08,2,0,Australia
1835,Victoria,Australia,-37.8136,144.9631,4,2020-02-08,0,0,Australia
1836,Queensland,Australia,-28.0167,153.4,5,2020-02-08,0,0,Australia
1837,Cambodia,Cambodia,11.55,104.9167,1,2020-02-08,0,0,Cambodia
1838,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-08,1,0,Sri Lanka
1839,Germany,Germany,51.0,9.0,13,2020-02-08,0,0,Germany
1840,Finland,Finland,64.0,26.0,1,2020-02-08,0,0,Finland
1841,United Arab Emirates,United Arab Emirates,24.0,54.0,7,2020-02-08,0,0,United Arab Emirates
1842,Philippines,Philippines,13.0,122.0,3,2020-02-08,0,1,Philippines
1843,India,India,21.0,78.0,3,2020-02-08,0,0,India
1844,"London, ON",Canada,42.9849,-81.2453,1,2020-02-08,0,0,Canada
1845,Italy,Italy,43.0,12.0,3,2020-02-08,0,0,Italy
1846,UK,UK,55.0,-3.0,3,2020-02-08,0,0,UK
1847,Russia,Russia,60.0,90.0,2,2020-02-08,0,0,Russia
1848,Sweden,Sweden,63.0,16.0,1,2020-02-08,0,0,Sweden
1849,"Santa Clara, CA",United States of America,37.3541,-121.9552,2,2020-02-08,0,0,United States of America
1850,Spain,Spain,40.0,-4.0,1,2020-02-08,0,0,Spain
1851,South Australia,Australia,-34.9285,138.6007,2,2020-02-08,0,0,Australia
1852,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-08,0,0,United States of America
1853,"San Benito, CA",United States of America,36.5761,-120.9876,2,2020-02-08,0,0,United States of America
1854,Belgium,Belgium,50.8333,4.0,1,2020-02-08,0,0,Belgium
1855,"Madison, WI",United States of America,43.0731,-89.4012,1,2020-02-08,0,0,United States of America
1856,Diamond Princess cruise ship,Others,35.4437,139.638,61,2020-02-08,0,0,Others
1857,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-08,0,0,United States of America
1858,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-08,0,0,United States of America
1859,Egypt,Egypt,26.0,30.0,0,2020-02-08,0,0,Egypt
1860,Iran,Iran,32.0,53.0,0,2020-02-08,0,0,Iran
1861,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-08,0,0,United States of America
1862,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-08,0,0,United States of America
1863,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-08,0,0,Australia
1864,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-08,0,0,United States of America
1865,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-08,0,0,Lebanon
1866,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-08,0,0,United States of America
1867,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-08,0,0,United States of America
1868,Iraq,Iraq,33.0,44.0,0,2020-02-08,0,0,Iraq
1869,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-08,0,0,United States of America
1870,Oman,Oman,21.0,57.0,0,2020-02-08,0,0,Oman
1871,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-08,0,0,Afghanistan
1872,Bahrain,Bahrain,26.0275,50.55,0,2020-02-08,0,0,Bahrain
1873,Kuwait,Kuwait,29.5,47.75,0,2020-02-08,0,0,Kuwait
1874,Algeria,Algeria,28.0339,1.6596,0,2020-02-08,0,0,Algeria
1875,Croatia,Croatia,45.1,15.2,0,2020-02-08,0,0,Croatia
1876,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-08,0,0,Switzerland
1877,Austria,Austria,47.5162,14.5501,0,2020-02-08,0,0,Austria
1878,Israel,Israel,31.0,35.0,0,2020-02-08,0,0,Israel
1879,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-08,0,0,Pakistan
1880,Brazil,Brazil,-14.235,-51.9253,0,2020-02-08,0,0,Brazil
1881,Georgia,Georgia,42.3154,43.3569,0,2020-02-08,0,0,Georgia
1882,Greece,Greece,39.0742,21.8243,0,2020-02-08,0,0,Greece
1883,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-08,0,0,North Macedonia
1884,Norway,Norway,60.472,8.4689,0,2020-02-08,0,0,Norway
1885,Romania,Romania,45.9432,24.9668,0,2020-02-08,0,0,Romania
1886,Denmark,Denmark,56.2639,9.5018,0,2020-02-08,0,0,Denmark
1887,Estonia,Estonia,58.5953,25.0136,0,2020-02-08,0,0,Estonia
1888,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-08,0,0,Netherlands
1889,San Marino,San Marino,43.9424,12.4578,0,2020-02-08,0,0,San Marino
1890,Anhui,China,31.8257,117.2264,779,2020-02-09,72,1,China
1891,Beijing,China,40.1824,116.4142,326,2020-02-09,37,2,China
1892,Chongqing,China,30.0572,107.874,468,2020-02-09,51,2,China
1893,Fujian,China,26.0789,117.9874,250,2020-02-09,35,0,China
1894,Gansu,China,36.0611,103.8343,83,2020-02-09,16,2,China
1895,Guangdong,China,23.3417,113.4244,1131,2020-02-09,141,1,China
1896,Guangxi,China,23.8298,108.7881,195,2020-02-09,18,1,China
1897,Guizhou,China,26.8154,106.8748,99,2020-02-09,7,1,China
1898,Hainan,China,19.1959,109.7453,131,2020-02-09,19,3,China
1899,Hebei,China,38.0428,114.5149,206,2020-02-09,34,2,China
1900,Heilongjiang,China,47.861999999999995,127.7615,307,2020-02-09,14,6,China
1901,Henan,China,33.882020000000004,113.61399999999999,1033,2020-02-09,153,6,China
1902,Hubei,China,30.9756,112.2707,29631,2020-02-09,1795,871,China
1903,Hunan,China,27.6104,111.7088,838,2020-02-09,186,1,China
1904,Inner Mongolia,China,44.0935,113.9448,54,2020-02-09,5,0,China
1905,Jiangsu,China,32.9711,119.455,468,2020-02-09,71,0,China
1906,Jiangxi,China,27.614,115.7221,740,2020-02-09,73,0,China
1907,Jilin,China,43.6661,126.1923,78,2020-02-09,12,1,China
1908,Liaoning,China,41.2956,122.6085,107,2020-02-09,12,0,China
1909,Ningxia,China,37.2692,106.1655,45,2020-02-09,13,0,China
1910,Qinghai,China,35.7452,95.9956,18,2020-02-09,3,0,China
1911,Shaanxi,China,35.1917,108.8701,208,2020-02-09,25,0,China
1912,Shandong,China,36.3427,118.1498,444,2020-02-09,63,1,China
1913,Shanghai,China,31.201999999999998,121.4491,293,2020-02-09,44,1,China
1914,Shanxi,China,37.5777,112.2922,119,2020-02-09,25,0,China
1915,Sichuan,China,30.6171,102.7103,386,2020-02-09,71,1,China
1916,Tianjin,China,39.3054,117.323,91,2020-02-09,4,1,China
1917,Tibet,China,31.6927,88.0924,1,2020-02-09,0,0,China
1918,Xinjiang,China,41.1129,85.2401,45,2020-02-09,0,0,China
1919,Yunnan,China,24.974,101.48700000000001,141,2020-02-09,18,0,China
1920,Zhejiang,China,29.1832,120.0934,1075,2020-02-09,201,0,China
1921,Thailand,Thailand,15.0,101.0,32,2020-02-09,10,0,Thailand
1922,Japan,Japan,36.0,138.0,26,2020-02-09,1,0,Japan
1923,South Korea,South Korea,36.0,128.0,25,2020-02-09,3,0,South Korea
1924,Taiwan,Taiwan,23.7,121.0,18,2020-02-09,1,0,Taiwan
1925,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-09,1,0,United States of America
1926,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-09,2,0,United States of America
1927,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-09,0,0,United States of America
1928,Macau,Macau,22.1667,113.55,10,2020-02-09,1,0,Macau
1929,Hong Kong,Hong Kong,22.3,114.2,29,2020-02-09,0,1,Hong Kong
1930,Singapore,Singapore,1.2833,103.8333,40,2020-02-09,2,0,Singapore
1931,Vietnam,Vietnam,16.0,108.0,13,2020-02-09,1,0,Vietnam
1932,France,France,47.0,2.0,11,2020-02-09,0,0,France
1933,Nepal,Nepal,28.1667,84.25,1,2020-02-09,0,0,Nepal
1934,Malaysia,Malaysia,2.5,112.5,16,2020-02-09,1,0,Malaysia
1935,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-09,0,0,Canada
1936,British Columbia,Canada,49.2827,-123.1207,4,2020-02-09,0,0,Canada
1937,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-09,0,0,United States of America
1938,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-09,0,0,United States of America
1939,New South Wales,Australia,-33.8688,151.2093,4,2020-02-09,2,0,Australia
1940,Victoria,Australia,-37.8136,144.9631,4,2020-02-09,0,0,Australia
1941,Queensland,Australia,-28.0167,153.4,5,2020-02-09,0,0,Australia
1942,Cambodia,Cambodia,11.55,104.9167,1,2020-02-09,0,0,Cambodia
1943,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-09,1,0,Sri Lanka
1944,Germany,Germany,51.0,9.0,14,2020-02-09,0,0,Germany
1945,Finland,Finland,64.0,26.0,1,2020-02-09,0,0,Finland
1946,United Arab Emirates,United Arab Emirates,24.0,54.0,7,2020-02-09,0,0,United Arab Emirates
1947,Philippines,Philippines,13.0,122.0,3,2020-02-09,0,1,Philippines
1948,India,India,21.0,78.0,3,2020-02-09,0,0,India
1949,"London, ON",Canada,42.9849,-81.2453,1,2020-02-09,0,0,Canada
1950,Italy,Italy,43.0,12.0,3,2020-02-09,0,0,Italy
1951,UK,UK,55.0,-3.0,3,2020-02-09,0,0,UK
1952,Russia,Russia,60.0,90.0,2,2020-02-09,0,0,Russia
1953,Sweden,Sweden,63.0,16.0,1,2020-02-09,0,0,Sweden
1954,"Santa Clara, CA",United States of America,37.3541,-121.9552,2,2020-02-09,0,0,United States of America
1955,Spain,Spain,40.0,-4.0,2,2020-02-09,0,0,Spain
1956,South Australia,Australia,-34.9285,138.6007,2,2020-02-09,0,0,Australia
1957,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-09,0,0,United States of America
1958,"San Benito, CA",United States of America,36.5761,-120.9876,2,2020-02-09,0,0,United States of America
1959,Belgium,Belgium,50.8333,4.0,1,2020-02-09,0,0,Belgium
1960,"Madison, WI",United States of America,43.0731,-89.4012,1,2020-02-09,0,0,United States of America
1961,Diamond Princess cruise ship,Others,35.4437,139.638,64,2020-02-09,0,0,Others
1962,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-09,0,0,United States of America
1963,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-09,0,0,United States of America
1964,Egypt,Egypt,26.0,30.0,0,2020-02-09,0,0,Egypt
1965,Iran,Iran,32.0,53.0,0,2020-02-09,0,0,Iran
1966,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-09,0,0,United States of America
1967,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-09,0,0,United States of America
1968,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-09,0,0,Australia
1969,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-09,0,0,United States of America
1970,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-09,0,0,Lebanon
1971,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-09,0,0,United States of America
1972,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-09,0,0,United States of America
1973,Iraq,Iraq,33.0,44.0,0,2020-02-09,0,0,Iraq
1974,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-09,0,0,United States of America
1975,Oman,Oman,21.0,57.0,0,2020-02-09,0,0,Oman
1976,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-09,0,0,Afghanistan
1977,Bahrain,Bahrain,26.0275,50.55,0,2020-02-09,0,0,Bahrain
1978,Kuwait,Kuwait,29.5,47.75,0,2020-02-09,0,0,Kuwait
1979,Algeria,Algeria,28.0339,1.6596,0,2020-02-09,0,0,Algeria
1980,Croatia,Croatia,45.1,15.2,0,2020-02-09,0,0,Croatia
1981,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-09,0,0,Switzerland
1982,Austria,Austria,47.5162,14.5501,0,2020-02-09,0,0,Austria
1983,Israel,Israel,31.0,35.0,0,2020-02-09,0,0,Israel
1984,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-09,0,0,Pakistan
1985,Brazil,Brazil,-14.235,-51.9253,0,2020-02-09,0,0,Brazil
1986,Georgia,Georgia,42.3154,43.3569,0,2020-02-09,0,0,Georgia
1987,Greece,Greece,39.0742,21.8243,0,2020-02-09,0,0,Greece
1988,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-09,0,0,North Macedonia
1989,Norway,Norway,60.472,8.4689,0,2020-02-09,0,0,Norway
1990,Romania,Romania,45.9432,24.9668,0,2020-02-09,0,0,Romania
1991,Denmark,Denmark,56.2639,9.5018,0,2020-02-09,0,0,Denmark
1992,Estonia,Estonia,58.5953,25.0136,0,2020-02-09,0,0,Estonia
1993,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-09,0,0,Netherlands
1994,San Marino,San Marino,43.9424,12.4578,0,2020-02-09,0,0,San Marino
1995,Anhui,China,31.8257,117.2264,830,2020-02-10,88,3,China
1996,Beijing,China,40.1824,116.4142,337,2020-02-10,44,2,China
1997,Chongqing,China,30.0572,107.874,486,2020-02-10,66,2,China
1998,Fujian,China,26.0789,117.9874,261,2020-02-10,39,0,China
1999,Gansu,China,36.0611,103.8343,83,2020-02-10,17,2,China
2000,Guangdong,China,23.3417,113.4244,1159,2020-02-10,167,1,China
2001,Guangxi,China,23.8298,108.7881,210,2020-02-10,24,1,China
2002,Guizhou,China,26.8154,106.8748,109,2020-02-10,10,1,China
2003,Hainan,China,19.1959,109.7453,138,2020-02-10,19,3,China
2004,Hebei,China,38.0428,114.5149,218,2020-02-10,41,2,China
2005,Heilongjiang,China,47.861999999999995,127.7615,331,2020-02-10,30,7,China
2006,Henan,China,33.882020000000004,113.61399999999999,1073,2020-02-10,191,6,China
2007,Hubei,China,30.9756,112.2707,31728,2020-02-10,2222,974,China
2008,Hunan,China,27.6104,111.7088,879,2020-02-10,208,1,China
2009,Inner Mongolia,China,44.0935,113.9448,58,2020-02-10,5,0,China
2010,Jiangsu,China,32.9711,119.455,492,2020-02-10,81,0,China
2011,Jiangxi,China,27.614,115.7221,771,2020-02-10,105,1,China
2012,Jilin,China,43.6661,126.1923,80,2020-02-10,13,1,China
2013,Liaoning,China,41.2956,122.6085,108,2020-02-10,13,0,China
2014,Ningxia,China,37.2692,106.1655,49,2020-02-10,13,0,China
2015,Qinghai,China,35.7452,95.9956,18,2020-02-10,3,0,China
2016,Shaanxi,China,35.1917,108.8701,213,2020-02-10,30,0,China
2017,Shandong,China,36.3427,118.1498,466,2020-02-10,66,1,China
2018,Shanghai,China,31.201999999999998,121.4491,299,2020-02-10,48,1,China
2019,Shanxi,China,37.5777,112.2922,119,2020-02-10,25,0,China
2020,Sichuan,China,30.6171,102.7103,405,2020-02-10,80,1,China
2021,Tianjin,China,39.3054,117.323,95,2020-02-10,8,1,China
2022,Tibet,China,31.6927,88.0924,1,2020-02-10,0,0,China
2023,Xinjiang,China,41.1129,85.2401,49,2020-02-10,0,0,China
2024,Yunnan,China,24.974,101.48700000000001,149,2020-02-10,19,0,China
2025,Zhejiang,China,29.1832,120.0934,1092,2020-02-10,242,0,China
2026,Thailand,Thailand,15.0,101.0,32,2020-02-10,10,0,Thailand
2027,Japan,Japan,36.0,138.0,26,2020-02-10,4,0,Japan
2028,South Korea,South Korea,36.0,128.0,27,2020-02-10,3,0,South Korea
2029,Taiwan,Taiwan,23.7,121.0,18,2020-02-10,1,0,Taiwan
2030,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-10,1,0,United States of America
2031,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-10,2,0,United States of America
2032,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-10,0,0,United States of America
2033,Macau,Macau,22.1667,113.55,10,2020-02-10,1,0,Macau
2034,Hong Kong,Hong Kong,22.3,114.2,38,2020-02-10,0,1,Hong Kong
2035,Singapore,Singapore,1.2833,103.8333,45,2020-02-10,2,0,Singapore
2036,Vietnam,Vietnam,16.0,108.0,14,2020-02-10,1,0,Vietnam
2037,France,France,47.0,2.0,11,2020-02-10,0,0,France
2038,Nepal,Nepal,28.1667,84.25,1,2020-02-10,0,0,Nepal
2039,Malaysia,Malaysia,2.5,112.5,18,2020-02-10,1,0,Malaysia
2040,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-10,0,0,Canada
2041,British Columbia,Canada,49.2827,-123.1207,4,2020-02-10,0,0,Canada
2042,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-10,0,0,United States of America
2043,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-10,0,0,United States of America
2044,New South Wales,Australia,-33.8688,151.2093,4,2020-02-10,2,0,Australia
2045,Victoria,Australia,-37.8136,144.9631,4,2020-02-10,0,0,Australia
2046,Queensland,Australia,-28.0167,153.4,5,2020-02-10,0,0,Australia
2047,Cambodia,Cambodia,11.55,104.9167,1,2020-02-10,0,0,Cambodia
2048,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-10,1,0,Sri Lanka
2049,Germany,Germany,51.0,9.0,14,2020-02-10,0,0,Germany
2050,Finland,Finland,64.0,26.0,1,2020-02-10,0,0,Finland
2051,United Arab Emirates,United Arab Emirates,24.0,54.0,8,2020-02-10,0,0,United Arab Emirates
2052,Philippines,Philippines,13.0,122.0,3,2020-02-10,0,1,Philippines
2053,India,India,21.0,78.0,3,2020-02-10,0,0,India
2054,"London, ON",Canada,42.9849,-81.2453,1,2020-02-10,0,0,Canada
2055,Italy,Italy,43.0,12.0,3,2020-02-10,0,0,Italy
2056,UK,UK,55.0,-3.0,8,2020-02-10,0,0,UK
2057,Russia,Russia,60.0,90.0,2,2020-02-10,0,0,Russia
2058,Sweden,Sweden,63.0,16.0,1,2020-02-10,0,0,Sweden
2059,"Santa Clara, CA",United States of America,37.3541,-121.9552,2,2020-02-10,0,0,United States of America
2060,Spain,Spain,40.0,-4.0,2,2020-02-10,0,0,Spain
2061,South Australia,Australia,-34.9285,138.6007,2,2020-02-10,0,0,Australia
2062,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-10,0,0,United States of America
2063,"San Benito, CA",United States of America,36.5761,-120.9876,2,2020-02-10,0,0,United States of America
2064,Belgium,Belgium,50.8333,4.0,1,2020-02-10,0,0,Belgium
2065,"Madison, WI",United States of America,43.0731,-89.4012,1,2020-02-10,0,0,United States of America
2066,Diamond Princess cruise ship,Others,35.4437,139.638,135,2020-02-10,0,0,Others
2067,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-10,0,0,United States of America
2068,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-10,0,0,United States of America
2069,Egypt,Egypt,26.0,30.0,0,2020-02-10,0,0,Egypt
2070,Iran,Iran,32.0,53.0,0,2020-02-10,0,0,Iran
2071,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-10,0,0,United States of America
2072,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-10,0,0,United States of America
2073,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-10,0,0,Australia
2074,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-10,0,0,United States of America
2075,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-10,0,0,Lebanon
2076,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-10,0,0,United States of America
2077,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-10,0,0,United States of America
2078,Iraq,Iraq,33.0,44.0,0,2020-02-10,0,0,Iraq
2079,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-10,0,0,United States of America
2080,Oman,Oman,21.0,57.0,0,2020-02-10,0,0,Oman
2081,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-10,0,0,Afghanistan
2082,Bahrain,Bahrain,26.0275,50.55,0,2020-02-10,0,0,Bahrain
2083,Kuwait,Kuwait,29.5,47.75,0,2020-02-10,0,0,Kuwait
2084,Algeria,Algeria,28.0339,1.6596,0,2020-02-10,0,0,Algeria
2085,Croatia,Croatia,45.1,15.2,0,2020-02-10,0,0,Croatia
2086,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-10,0,0,Switzerland
2087,Austria,Austria,47.5162,14.5501,0,2020-02-10,0,0,Austria
2088,Israel,Israel,31.0,35.0,0,2020-02-10,0,0,Israel
2089,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-10,0,0,Pakistan
2090,Brazil,Brazil,-14.235,-51.9253,0,2020-02-10,0,0,Brazil
2091,Georgia,Georgia,42.3154,43.3569,0,2020-02-10,0,0,Georgia
2092,Greece,Greece,39.0742,21.8243,0,2020-02-10,0,0,Greece
2093,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-10,0,0,North Macedonia
2094,Norway,Norway,60.472,8.4689,0,2020-02-10,0,0,Norway
2095,Romania,Romania,45.9432,24.9668,0,2020-02-10,0,0,Romania
2096,Denmark,Denmark,56.2639,9.5018,0,2020-02-10,0,0,Denmark
2097,Estonia,Estonia,58.5953,25.0136,0,2020-02-10,0,0,Estonia
2098,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-10,0,0,Netherlands
2099,San Marino,San Marino,43.9424,12.4578,0,2020-02-10,0,0,San Marino
2100,Anhui,China,31.8257,117.2264,860,2020-02-11,105,4,China
2101,Beijing,China,40.1824,116.4142,342,2020-02-11,48,3,China
2102,Chongqing,China,30.0572,107.874,505,2020-02-11,79,3,China
2103,Fujian,China,26.0789,117.9874,267,2020-02-11,45,0,China
2104,Gansu,China,36.0611,103.8343,86,2020-02-11,24,2,China
2105,Guangdong,China,23.3417,113.4244,1177,2020-02-11,212,1,China
2106,Guangxi,China,23.8298,108.7881,215,2020-02-11,33,1,China
2107,Guizhou,China,26.8154,106.8748,127,2020-02-11,17,1,China
2108,Hainan,China,19.1959,109.7453,144,2020-02-11,20,3,China
2109,Hebei,China,38.0428,114.5149,239,2020-02-11,48,2,China
2110,Heilongjiang,China,47.861999999999995,127.7615,360,2020-02-11,28,8,China
2111,Henan,China,33.882020000000004,113.61399999999999,1105,2020-02-11,218,7,China
2112,Hubei,China,30.9756,112.2707,33366,2020-02-11,2639,1068,China
2113,Hunan,China,27.6104,111.7088,912,2020-02-11,247,1,China
2114,Inner Mongolia,China,44.0935,113.9448,58,2020-02-11,5,0,China
2115,Jiangsu,China,32.9711,119.455,515,2020-02-11,93,0,China
2116,Jiangxi,China,27.614,115.7221,804,2020-02-11,128,1,China
2117,Jilin,China,43.6661,126.1923,81,2020-02-11,18,1,China
2118,Liaoning,China,41.2956,122.6085,111,2020-02-11,19,0,China
2119,Ningxia,China,37.2692,106.1655,53,2020-02-11,22,0,China
2120,Qinghai,China,35.7452,95.9956,18,2020-02-11,5,0,China
2121,Shaanxi,China,35.1917,108.8701,219,2020-02-11,32,0,China
2122,Shandong,China,36.3427,118.1498,487,2020-02-11,80,1,China
2123,Shanghai,China,31.201999999999998,121.4491,303,2020-02-11,52,1,China
2124,Shanxi,China,37.5777,112.2922,124,2020-02-11,30,0,China
2125,Sichuan,China,30.6171,102.7103,417,2020-02-11,85,1,China
2126,Tianjin,China,39.3054,117.323,106,2020-02-11,10,2,China
2127,Tibet,China,31.6927,88.0924,1,2020-02-11,0,0,China
2128,Xinjiang,China,41.1129,85.2401,55,2020-02-11,3,0,China
2129,Yunnan,China,24.974,101.48700000000001,153,2020-02-11,20,0,China
2130,Zhejiang,China,29.1832,120.0934,1117,2020-02-11,270,0,China
2131,Thailand,Thailand,15.0,101.0,33,2020-02-11,10,0,Thailand
2132,Japan,Japan,36.0,138.0,26,2020-02-11,9,0,Japan
2133,South Korea,South Korea,36.0,128.0,28,2020-02-11,3,0,South Korea
2134,Taiwan,Taiwan,23.7,121.0,18,2020-02-11,1,0,Taiwan
2135,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-11,1,0,United States of America
2136,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-11,2,0,United States of America
2137,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-11,0,0,United States of America
2138,Macau,Macau,22.1667,113.55,10,2020-02-11,1,0,Macau
2139,Hong Kong,Hong Kong,22.3,114.2,49,2020-02-11,0,1,Hong Kong
2140,Singapore,Singapore,1.2833,103.8333,47,2020-02-11,9,0,Singapore
2141,Vietnam,Vietnam,16.0,108.0,15,2020-02-11,6,0,Vietnam
2142,France,France,47.0,2.0,11,2020-02-11,0,0,France
2143,Nepal,Nepal,28.1667,84.25,1,2020-02-11,0,0,Nepal
2144,Malaysia,Malaysia,2.5,112.5,18,2020-02-11,3,0,Malaysia
2145,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-11,0,0,Canada
2146,British Columbia,Canada,49.2827,-123.1207,4,2020-02-11,0,0,Canada
2147,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-11,0,0,United States of America
2148,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-11,0,0,United States of America
2149,New South Wales,Australia,-33.8688,151.2093,4,2020-02-11,2,0,Australia
2150,Victoria,Australia,-37.8136,144.9631,4,2020-02-11,0,0,Australia
2151,Queensland,Australia,-28.0167,153.4,5,2020-02-11,0,0,Australia
2152,Cambodia,Cambodia,11.55,104.9167,1,2020-02-11,0,0,Cambodia
2153,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-11,1,0,Sri Lanka
2154,Germany,Germany,51.0,9.0,16,2020-02-11,0,0,Germany
2155,Finland,Finland,64.0,26.0,1,2020-02-11,0,0,Finland
2156,United Arab Emirates,United Arab Emirates,24.0,54.0,8,2020-02-11,0,0,United Arab Emirates
2157,Philippines,Philippines,13.0,122.0,3,2020-02-11,0,1,Philippines
2158,India,India,21.0,78.0,3,2020-02-11,0,0,India
2159,"London, ON",Canada,42.9849,-81.2453,1,2020-02-11,0,0,Canada
2160,Italy,Italy,43.0,12.0,3,2020-02-11,0,0,Italy
2161,UK,UK,55.0,-3.0,8,2020-02-11,0,0,UK
2162,Russia,Russia,60.0,90.0,2,2020-02-11,0,0,Russia
2163,Sweden,Sweden,63.0,16.0,1,2020-02-11,0,0,Sweden
2164,"Santa Clara, CA",United States of America,37.3541,-121.9552,2,2020-02-11,0,0,United States of America
2165,Spain,Spain,40.0,-4.0,2,2020-02-11,0,0,Spain
2166,South Australia,Australia,-34.9285,138.6007,2,2020-02-11,0,0,Australia
2167,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-11,0,0,United States of America
2168,"San Benito, CA",United States of America,36.5761,-120.9876,2,2020-02-11,0,0,United States of America
2169,Belgium,Belgium,50.8333,4.0,1,2020-02-11,0,0,Belgium
2170,"Madison, WI",United States of America,43.0731,-89.4012,1,2020-02-11,0,0,United States of America
2171,Diamond Princess cruise ship,Others,35.4437,139.638,135,2020-02-11,0,0,Others
