,american_name,country,lat,long,conf_count,date,cured_count,dead_count,country_2
1068,Liaoning,China,41.2956,122.6085,64,2020-02-01,1,0,China
1069,Ningxia,China,37.2692,106.1655,26,2020-02-01,0,0,China
1070,Qinghai,China,35.7452,95.9956,9,2020-02-01,0,0,China
1071,Shaanxi,China,35.1917,108.8701,101,2020-02-01,0,0,China
1072,Shandong,China,36.3427,118.1498,206,2020-02-01,3,0,China
1073,Shanghai,China,31.201999999999998,121.4491,169,2020-02-01,10,1,China
1074,Shanxi,China,37.5777,112.2922,47,2020-02-01,1,0,China
1075,Sichuan,China,30.6171,102.7103,207,2020-02-01,3,1,China
1076,Tianjin,China,39.3054,117.323,41,2020-02-01,0,0,China
1077,Tibet,China,31.6927,88.0924,1,2020-02-01,0,0,China
1078,Xinjiang,China,41.1129,85.2401,18,2020-02-01,0,0,China
1079,Yunnan,China,24.974,101.48700000000001,93,2020-02-01,2,0,China
1080,Zhejiang,China,29.1832,120.0934,599,2020-02-01,21,0,China
1081,Thailand,Thailand,15.0,101.0,19,2020-02-01,5,0,Thailand
1082,Japan,Japan,36.0,138.0,20,2020-02-01,1,0,Japan
1083,South Korea,South Korea,36.0,128.0,12,2020-02-01,0,0,South Korea
1084,Taiwan,Taiwan,23.7,121.0,10,2020-02-01,0,0,Taiwan
1085,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-01,0,0,United States of America
1086,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-01,0,0,United States of America
1087,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-01,0,0,United States of America
1088,Macau,Macau,22.1667,113.55,7,2020-02-01,0,0,Macau
1089,Hong Kong,Hong Kong,22.3,114.2,13,2020-02-01,0,0,Hong Kong
1090,Singapore,Singapore,1.2833,103.8333,16,2020-02-01,0,0,Singapore
1091,Vietnam,Vietnam,16.0,108.0,6,2020-02-01,1,0,Vietnam
1092,France,France,47.0,2.0,6,2020-02-01,0,0,France
1093,Nepal,Nepal,28.1667,84.25,1,2020-02-01,0,0,Nepal
1094,Malaysia,Malaysia,2.5,112.5,8,2020-02-01,0,0,Malaysia
1095,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-01,0,0,Canada
1096,British Columbia,Canada,49.2827,-123.1207,1,2020-02-01,0,0,Canada
1097,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-01,0,0,United States of America
1098,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-01,0,0,United States of America
1099,New South Wales,Australia,-33.8688,151.2093,4,2020-02-01,2,0,Australia
1100,Victoria,Australia,-37.8136,144.9631,4,2020-02-01,0,0,Australia
1101,Queensland,Australia,-28.0167,153.4,3,2020-02-01,0,0,Australia
1102,Cambodia,Cambodia,11.55,104.9167,1,2020-02-01,0,0,Cambodia
1103,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-01,0,0,Sri Lanka
1104,Germany,Germany,51.0,9.0,8,2020-02-01,0,0,Germany
1105,Finland,Finland,64.0,26.0,1,2020-02-01,0,0,Finland
1106,United Arab Emirates,United Arab Emirates,24.0,54.0,4,2020-02-01,0,0,United Arab Emirates
1107,Philippines,Philippines,13.0,122.0,1,2020-02-01,0,0,Philippines
1108,India,India,21.0,78.0,1,2020-02-01,0,0,India
1109,"London, ON",Canada,42.9849,-81.2453,1,2020-02-01,0,0,Canada
1110,Italy,Italy,43.0,12.0,2,2020-02-01,0,0,Italy
1111,UK,UK,55.0,-3.0,2,2020-02-01,0,0,UK
1112,Russia,Russia,60.0,90.0,2,2020-02-01,0,0,Russia
1113,Sweden,Sweden,63.0,16.0,1,2020-02-01,0,0,Sweden
1114,"Santa Clara, CA",United States of America,37.3541,-121.9552,1,2020-02-01,0,0,United States of America
1115,Spain,Spain,40.0,-4.0,1,2020-02-01,0,0,Spain
1116,South Australia,Australia,-34.9285,138.6007,1,2020-02-01,0,0,Australia
1117,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-01,0,0,United States of America
1118,"San Benito, CA",United States of America,36.5761,-120.9876,0,2020-02-01,0,0,United States of America
1119,Belgium,Belgium,50.8333,4.0,0,2020-02-01,0,0,Belgium
1120,"Madison, WI",United States of America,43.0731,-89.4012,0,2020-02-01,0,0,United States of America
1121,Diamond Princess cruise ship,Others,35.4437,139.638,0,2020-02-01,0,0,Others
1122,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-01,0,0,United States of America
1123,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-01,0,0,United States of America
1124,Egypt,Egypt,26.0,30.0,0,2020-02-01,0,0,Egypt
1125,Iran,Iran,32.0,53.0,0,2020-02-01,0,0,Iran
1126,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-01,0,0,United States of America
1127,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-01,0,0,United States of America
1128,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-01,0,0,Australia
1129,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-01,0,0,United States of America
1130,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-01,0,0,Lebanon
1131,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-01,0,0,United States of America
1132,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-01,0,0,United States of America
1133,Iraq,Iraq,33.0,44.0,0,2020-02-01,0,0,Iraq
1134,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-01,0,0,United States of America
1135,Oman,Oman,21.0,57.0,0,2020-02-01,0,0,Oman
1136,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-01,0,0,Afghanistan
1137,Bahrain,Bahrain,26.0275,50.55,0,2020-02-01,0,0,Bahrain
1138,Kuwait,Kuwait,29.5,47.75,0,2020-02-01,0,0,Kuwait
1139,Algeria,Algeria,28.0339,1.6596,0,2020-02-01,0,0,Algeria
1140,Croatia,Croatia,45.1,15.2,0,2020-02-01,0,0,Croatia
1141,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-01,0,0,Switzerland
1142,Austria,Austria,47.5162,14.5501,0,2020-02-01,0,0,Austria
1143,Israel,Israel,31.0,35.0,0,2020-02-01,0,0,Israel
1144,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-01,0,0,Pakistan
1145,Brazil,Brazil,-14.235,-51.9253,0,2020-02-01,0,0,Brazil
1146,Georgia,Georgia,42.3154,43.3569,0,2020-02-01,0,0,Georgia
1147,Greece,Greece,39.0742,21.8243,0,2020-02-01,0,0,Greece
1148,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-01,0,0,North Macedonia
1149,Norway,Norway,60.472,8.4689,0,2020-02-01,0,0,Norway
1150,Romania,Romania,45.9432,24.9668,0,2020-02-01,0,0,Romania
1151,Denmark,Denmark,56.2639,9.5018,0,2020-02-01,0,0,Denmark
1152,Estonia,Estonia,58.5953,25.0136,0,2020-02-01,0,0,Estonia
1153,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-01,0,0,Netherlands
1154,San Marino,San Marino,43.9424,12.4578,0,2020-02-01,0,0,San Marino
1155,Anhui,China,31.8257,117.2264,340,2020-02-02,7,0,China
1156,Beijing,China,40.1824,116.4142,191,2020-02-02,9,1,China
1157,Chongqing,China,30.0572,107.874,300,2020-02-02,7,2,China
1158,Fujian,China,26.0789,117.9874,159,2020-02-02,0,0,China
1159,Gansu,China,36.0611,103.8343,51,2020-02-02,3,0,China
1160,Guangdong,China,23.3417,113.4244,632,2020-02-02,15,0,China
1161,Guangxi,China,23.8298,108.7881,111,2020-02-02,2,0,China
1162,Guizhou,China,26.8154,106.8748,38,2020-02-02,2,0,China
1163,Hainan,China,19.1959,109.7453,64,2020-02-02,4,1,China
1164,Hebei,China,38.0428,114.5149,104,2020-02-02,3,1,China
1165,Heilongjiang,China,47.861999999999995,127.7615,95,2020-02-02,2,2,China
1166,Henan,China,33.882020000000004,113.61399999999999,493,2020-02-02,10,2,China
1167,Hubei,China,30.9756,112.2707,11177,2020-02-02,295,350,China
1168,Hunan,China,27.6104,111.7088,463,2020-02-02,16,0,China
1169,Inner Mongolia,China,44.0935,113.9448,27,2020-02-02,1,0,China
1170,Jiangsu,China,32.9711,119.455,236,2020-02-02,7,0,China
1171,Jiangxi,China,27.614,115.7221,333,2020-02-02,12,0,China
1172,Jilin,China,43.6661,126.1923,23,2020-02-02,1,0,China
1173,Liaoning,China,41.2956,122.6085,70,2020-02-02,1,0,China
1174,Ningxia,China,37.2692,106.1655,28,2020-02-02,0,0,China
1175,Qinghai,China,35.7452,95.9956,11,2020-02-02,0,0,China
1176,Shaanxi,China,35.1917,108.8701,116,2020-02-02,0,0,China
1177,Shandong,China,36.3427,118.1498,230,2020-02-02,6,0,China
1178,Shanghai,China,31.201999999999998,121.4491,182,2020-02-02,10,1,China
1179,Shanxi,China,37.5777,112.2922,66,2020-02-02,3,0,China
1180,Sichuan,China,30.6171,102.7103,231,2020-02-02,11,1,China
1181,Tianjin,China,39.3054,117.323,48,2020-02-02,1,0,China
1182,Tibet,China,31.6927,88.0924,1,2020-02-02,0,0,China
1183,Xinjiang,China,41.1129,85.2401,21,2020-02-02,0,0,China
1184,Yunnan,China,24.974,101.48700000000001,105,2020-02-02,3,0,China
1185,Zhejiang,China,29.1832,120.0934,661,2020-02-02,32,0,China
1186,Thailand,Thailand,15.0,101.0,19,2020-02-02,5,0,Thailand
1187,Japan,Japan,36.0,138.0,20,2020-02-02,1,0,Japan
1188,South Korea,South Korea,36.0,128.0,15,2020-02-02,0,0,South Korea
1189,Taiwan,Taiwan,23.7,121.0,10,2020-02-02,0,0,Taiwan
1190,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-02,0,0,United States of America
1191,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-02,0,0,United States of America
1192,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-02,0,0,United States of America
1193,Macau,Macau,22.1667,113.55,8,2020-02-02,0,0,Macau
1194,Hong Kong,Hong Kong,22.3,114.2,15,2020-02-02,0,0,Hong Kong
1195,Singapore,Singapore,1.2833,103.8333,18,2020-02-02,0,0,Singapore
1196,Vietnam,Vietnam,16.0,108.0,6,2020-02-02,1,0,Vietnam
1197,France,France,47.0,2.0,6,2020-02-02,0,0,France
1198,Nepal,Nepal,28.1667,84.25,1,2020-02-02,0,0,Nepal
1199,Malaysia,Malaysia,2.5,112.5,8,2020-02-02,0,0,Malaysia
1200,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-02,0,0,Canada
1201,British Columbia,Canada,49.2827,-123.1207,1,2020-02-02,0,0,Canada
1202,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-02,0,0,United States of America
1203,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-02,0,0,United States of America
1204,New South Wales,Australia,-33.8688,151.2093,4,2020-02-02,2,0,Australia
1205,Victoria,Australia,-37.8136,144.9631,4,2020-02-02,0,0,Australia
1206,Queensland,Australia,-28.0167,153.4,2,2020-02-02,0,0,Australia
1207,Cambodia,Cambodia,11.55,104.9167,1,2020-02-02,0,0,Cambodia
1208,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-02,0,0,Sri Lanka
1209,Germany,Germany,51.0,9.0,10,2020-02-02,0,0,Germany
1210,Finland,Finland,64.0,26.0,1,2020-02-02,0,0,Finland
1211,United Arab Emirates,United Arab Emirates,24.0,54.0,5,2020-02-02,0,0,United Arab Emirates
1212,Philippines,Philippines,13.0,122.0,2,2020-02-02,0,1,Philippines
1213,India,India,21.0,78.0,2,2020-02-02,0,0,India
1214,"London, ON",Canada,42.9849,-81.2453,1,2020-02-02,0,0,Canada
1215,Italy,Italy,43.0,12.0,2,2020-02-02,0,0,Italy
1216,UK,UK,55.0,-3.0,2,2020-02-02,0,0,UK
1217,Russia,Russia,60.0,90.0,2,2020-02-02,0,0,Russia
1218,Sweden,Sweden,63.0,16.0,1,2020-02-02,0,0,Sweden
1219,"Santa Clara, CA",United States of America,37.3541,-121.9552,1,2020-02-02,0,0,United States of America
1220,Spain,Spain,40.0,-4.0,1,2020-02-02,0,0,Spain
1221,South Australia,Australia,-34.9285,138.6007,2,2020-02-02,0,0,Australia
1222,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-02,0,0,United States of America
1223,"San Benito, CA",United States of America,36.5761,-120.9876,0,2020-02-02,0,0,United States of America
1224,Belgium,Belgium,50.8333,4.0,0,2020-02-02,0,0,Belgium
1225,"Madison, WI",United States of America,43.0731,-89.4012,0,2020-02-02,0,0,United States of America
1226,Diamond Princess cruise ship,Others,35.4437,139.638,0,2020-02-02,0,0,Others
1227,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-02,0,0,United States of America
1228,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-02,0,0,United States of America
1229,Egypt,Egypt,26.0,30.0,0,2020-02-02,0,0,Egypt
1230,Iran,Iran,32.0,53.0,0,2020-02-02,0,0,Iran
1231,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-02,0,0,United States of America
1232,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-02,0,0,United States of America
1233,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-02,0,0,Australia
1234,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-02,0,0,United States of America
1235,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-02,0,0,Lebanon
1236,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-02,0,0,United States of America
1237,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-02,0,0,United States of America
1238,Iraq,Iraq,33.0,44.0,0,2020-02-02,0,0,Iraq
1239,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-02,0,0,United States of America
1240,Oman,Oman,21.0,57.0,0,2020-02-02,0,0,Oman
1241,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-02,0,0,Afghanistan
1242,Bahrain,Bahrain,26.0275,50.55,0,2020-02-02,0,0,Bahrain
1243,Kuwait,Kuwait,29.5,47.75,0,2020-02-02,0,0,Kuwait
1244,Algeria,Algeria,28.0339,1.6596,0,2020-02-02,0,0,Algeria
1245,Croatia,Croatia,45.1,15.2,0,2020-02-02,0,0,Croatia
1246,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-02,0,0,Switzerland
1247,Austria,Austria,47.5162,14.5501,0,2020-02-02,0,0,Austria
1248,Israel,Israel,31.0,35.0,0,2020-02-02,0,0,Israel
1249,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-02,0,0,Pakistan
1250,Brazil,Brazil,-14.235,-51.9253,0,2020-02-02,0,0,Brazil
1251,Georgia,Georgia,42.3154,43.3569,0,2020-02-02,0,0,Georgia
1252,Greece,Greece,39.0742,21.8243,0,2020-02-02,0,0,Greece
1253,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-02,0,0,North Macedonia
1254,Norway,Norway,60.472,8.4689,0,2020-02-02,0,0,Norway
1255,Romania,Romania,45.9432,24.9668,0,2020-02-02,0,0,Romania
1256,Denmark,Denmark,56.2639,9.5018,0,2020-02-02,0,0,Denmark
1257,Estonia,Estonia,58.5953,25.0136,0,2020-02-02,0,0,Estonia
1258,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-02,0,0,Netherlands
1259,San Marino,San Marino,43.9424,12.4578,0,2020-02-02,0,0,San Marino
1260,Anhui,China,31.8257,117.2264,408,2020-02-03,14,0,China
1261,Beijing,China,40.1824,116.4142,212,2020-02-03,12,1,China
1262,Chongqing,China,30.0572,107.874,337,2020-02-03,9,2,China
1263,Fujian,China,26.0789,117.9874,179,2020-02-03,1,0,China
1264,Gansu,China,36.0611,103.8343,55,2020-02-03,3,0,China
1265,Guangdong,China,23.3417,113.4244,725,2020-02-03,21,0,China
1266,Guangxi,China,23.8298,108.7881,127,2020-02-03,7,0,China
1267,Guizhou,China,26.8154,106.8748,46,2020-02-03,2,0,China
1268,Hainan,China,19.1959,109.7453,72,2020-02-03,4,1,China
1269,Hebei,China,38.0428,114.5149,113,2020-02-03,3,1,China
1270,Heilongjiang,China,47.861999999999995,127.7615,121,2020-02-03,2,2,China
1271,Henan,China,33.882020000000004,113.61399999999999,566,2020-02-03,16,2,China
1272,Hubei,China,30.9756,112.2707,13522,2020-02-03,386,414,China
1273,Hunan,China,27.6104,111.7088,521,2020-02-03,22,0,China
1274,Inner Mongolia,China,44.0935,113.9448,34,2020-02-03,1,0,China
1275,Jiangsu,China,32.9711,119.455,271,2020-02-03,8,0,China
1276,Jiangxi,China,27.614,115.7221,391,2020-02-03,18,0,China
1277,Jilin,China,43.6661,126.1923,31,2020-02-03,1,0,China
1278,Liaoning,China,41.2956,122.6085,74,2020-02-03,1,0,China
1279,Ningxia,China,37.2692,106.1655,31,2020-02-03,1,0,China
1280,Qinghai,China,35.7452,95.9956,13,2020-02-03,0,0,China
1281,Shaanxi,China,35.1917,108.8701,128,2020-02-03,0,0,China
1282,Shandong,China,36.3427,118.1498,259,2020-02-03,7,0,China
1283,Shanghai,China,31.201999999999998,121.4491,203,2020-02-03,10,1,China
1284,Shanxi,China,37.5777,112.2922,74,2020-02-03,2,0,China
1285,Sichuan,China,30.6171,102.7103,254,2020-02-03,14,1,China
1286,Tianjin,China,39.3054,117.323,60,2020-02-03,1,0,China
1287,Tibet,China,31.6927,88.0924,1,2020-02-03,0,0,China
1288,Xinjiang,China,41.1129,85.2401,24,2020-02-03,0,0,China
1289,Yunnan,China,24.974,101.48700000000001,117,2020-02-03,5,0,China
1290,Zhejiang,China,29.1832,120.0934,724,2020-02-03,43,0,China
1291,Thailand,Thailand,15.0,101.0,19,2020-02-03,5,0,Thailand
1292,Japan,Japan,36.0,138.0,20,2020-02-03,1,0,Japan
1293,South Korea,South Korea,36.0,128.0,15,2020-02-03,0,0,South Korea
1294,Taiwan,Taiwan,23.7,121.0,10,2020-02-03,0,0,Taiwan
1295,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-03,0,0,United States of America
1296,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-03,0,0,United States of America
1297,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-03,0,0,United States of America
1298,Macau,Macau,22.1667,113.55,8,2020-02-03,0,0,Macau
1299,Hong Kong,Hong Kong,22.3,114.2,15,2020-02-03,0,0,Hong Kong
1300,Singapore,Singapore,1.2833,103.8333,18,2020-02-03,0,0,Singapore
1301,Vietnam,Vietnam,16.0,108.0,8,2020-02-03,1,0,Vietnam
1302,France,France,47.0,2.0,6,2020-02-03,0,0,France
1303,Nepal,Nepal,28.1667,84.25,1,2020-02-03,0,0,Nepal
1304,Malaysia,Malaysia,2.5,112.5,8,2020-02-03,0,0,Malaysia
1305,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-03,0,0,Canada
1306,British Columbia,Canada,49.2827,-123.1207,1,2020-02-03,0,0,Canada
1307,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-03,0,0,United States of America
1308,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-03,0,0,United States of America
1309,New South Wales,Australia,-33.8688,151.2093,4,2020-02-03,2,0,Australia
1310,Victoria,Australia,-37.8136,144.9631,4,2020-02-03,0,0,Australia
1311,Queensland,Australia,-28.0167,153.4,2,2020-02-03,0,0,Australia
1312,Cambodia,Cambodia,11.55,104.9167,1,2020-02-03,0,0,Cambodia
1313,Sri Lanka,Sri Lanka,7.0,81.0,1,2020-02-03,0,0,Sri Lanka
1314,Germany,Germany,51.0,9.0,12,2020-02-03,0,0,Germany
1315,Finland,Finland,64.0,26.0,1,2020-02-03,0,0,Finland
1316,United Arab Emirates,United Arab Emirates,24.0,54.0,5,2020-02-03,0,0,United Arab Emirates
1317,Philippines,Philippines,13.0,122.0,2,2020-02-03,0,1,Philippines
1318,India,India,21.0,78.0,3,2020-02-03,0,0,India
1319,"London, ON",Canada,42.9849,-81.2453,1,2020-02-03,0,0,Canada
1320,Italy,Italy,43.0,12.0,2,2020-02-03,0,0,Italy
1321,UK,UK,55.0,-3.0,2,2020-02-03,0,0,UK
1322,Russia,Russia,60.0,90.0,2,2020-02-03,0,0,Russia
1323,Sweden,Sweden,63.0,16.0,1,2020-02-03,0,0,Sweden
1324,"Santa Clara, CA",United States of America,37.3541,-121.9552,2,2020-02-03,0,0,United States of America
1325,Spain,Spain,40.0,-4.0,1,2020-02-03,0,0,Spain
1326,South Australia,Australia,-34.9285,138.6007,2,2020-02-03,0,0,Australia
1327,"Boston, MA",United States of America,42.3601,-71.0589,1,2020-02-03,0,0,United States of America
1328,"San Benito, CA",United States of America,36.5761,-120.9876,2,2020-02-03,0,0,United States of America
1329,Belgium,Belgium,50.8333,4.0,0,2020-02-03,0,0,Belgium
1330,"Madison, WI",United States of America,43.0731,-89.4012,0,2020-02-03,0,0,United States of America
1331,Diamond Princess cruise ship,Others,35.4437,139.638,0,2020-02-03,0,0,Others
1332,"San Diego County, CA",United States of America,32.7157,-117.1611,0,2020-02-03,0,0,United States of America
1333,"San Antonio, TX",United States of America,29.4241,-98.4936,0,2020-02-03,0,0,United States of America
1334,Egypt,Egypt,26.0,30.0,0,2020-02-03,0,0,Egypt
1335,Iran,Iran,32.0,53.0,0,2020-02-03,0,0,Iran
1336,"Omaha, NE (From Diamond Princess)",United States of America,41.2545,-95.9758,0,2020-02-03,0,0,United States of America
1337,"Travis, CA (From Diamond Princess)",United States of America,38.2721,-121.9399,0,2020-02-03,0,0,United States of America
1338,From Diamond Princess,Australia,35.4437,139.638,0,2020-02-03,0,0,Australia
1339,"Lackland, TX (From Diamond Princess)",United States of America,29.3829,-98.6134,0,2020-02-03,0,0,United States of America
1340,Lebanon,Lebanon,33.8547,35.8623,0,2020-02-03,0,0,Lebanon
1341,"Humboldt County, CA",United States of America,40.745,-123.8695,0,2020-02-03,0,0,United States of America
1342,"Sacramento County, CA",United States of America,38.4747,-121.3542,0,2020-02-03,0,0,United States of America
1343,Iraq,Iraq,33.0,44.0,0,2020-02-03,0,0,Iraq
1344,Unassigned Location (From Diamond Princess),United States of America,35.4437,139.638,0,2020-02-03,0,0,United States of America
1345,Oman,Oman,21.0,57.0,0,2020-02-03,0,0,Oman
1346,Afghanistan,Afghanistan,33.0,65.0,0,2020-02-03,0,0,Afghanistan
1347,Bahrain,Bahrain,26.0275,50.55,0,2020-02-03,0,0,Bahrain
1348,Kuwait,Kuwait,29.5,47.75,0,2020-02-03,0,0,Kuwait
1349,Algeria,Algeria,28.0339,1.6596,0,2020-02-03,0,0,Algeria
1350,Croatia,Croatia,45.1,15.2,0,2020-02-03,0,0,Croatia
1351,Switzerland,Switzerland,46.8182,8.2275,0,2020-02-03,0,0,Switzerland
1352,Austria,Austria,47.5162,14.5501,0,2020-02-03,0,0,Austria
1353,Israel,Israel,31.0,35.0,0,2020-02-03,0,0,Israel
1354,Pakistan,Pakistan,30.3753,69.3451,0,2020-02-03,0,0,Pakistan
1355,Brazil,Brazil,-14.235,-51.9253,0,2020-02-03,0,0,Brazil
1356,Georgia,Georgia,42.3154,43.3569,0,2020-02-03,0,0,Georgia
1357,Greece,Greece,39.0742,21.8243,0,2020-02-03,0,0,Greece
1358,North Macedonia,North Macedonia,41.6086,21.7453,0,2020-02-03,0,0,North Macedonia
1359,Norway,Norway,60.472,8.4689,0,2020-02-03,0,0,Norway
1360,Romania,Romania,45.9432,24.9668,0,2020-02-03,0,0,Romania
1361,Denmark,Denmark,56.2639,9.5018,0,2020-02-03,0,0,Denmark
1362,Estonia,Estonia,58.5953,25.0136,0,2020-02-03,0,0,Estonia
1363,Netherlands,Netherlands,52.1326,5.2913,0,2020-02-03,0,0,Netherlands
1364,San Marino,San Marino,43.9424,12.4578,0,2020-02-03,0,0,San Marino
1365,Anhui,China,31.8257,117.2264,480,2020-02-04,20,0,China
1366,Beijing,China,40.1824,116.4142,228,2020-02-04,23,1,China
1367,Chongqing,China,30.0572,107.874,366,2020-02-04,9,2,China
1368,Fujian,China,26.0789,117.9874,194,2020-02-04,3,0,China
1369,Gansu,China,36.0611,103.8343,57,2020-02-04,4,0,China
1370,Guangdong,China,23.3417,113.4244,813,2020-02-04,30,0,China
1371,Guangxi,China,23.8298,108.7881,139,2020-02-04,10,0,China
1372,Guizhou,China,26.8154,106.8748,58,2020-02-04,2,0,China
1373,Hainan,China,19.1959,109.7453,80,2020-02-04,5,1,China
1374,Hebei,China,38.0428,114.5149,126,2020-02-04,4,1,China
1375,Heilongjiang,China,47.861999999999995,127.7615,155,2020-02-04,4,2,China
1376,Henan,China,33.882020000000004,113.61399999999999,675,2020-02-04,27,2,China
1377,Hubei,China,30.9756,112.2707,16678,2020-02-04,522,479,China
1378,Hunan,China,27.6104,111.7088,593,2020-02-04,31,0,China
1379,Inner Mongolia,China,44.0935,113.9448,35,2020-02-04,1,0,China
1380,Jiangsu,China,32.9711,119.455,308,2020-02-04,12,0,China
1381,Jiangxi,China,27.614,115.7221,476,2020-02-04,20,0,China
1382,Jilin,China,43.6661,126.1923,42,2020-02-04,1,0,China
1383,Liaoning,China,41.2956,122.6085,81,2020-02-04,2,0,China
1384,Ningxia,China,37.2692,106.1655,34,2020-02-04,1,0,China
1385,Qinghai,China,35.7452,95.9956,15,2020-02-04,0,0,China
1386,Shaanxi,China,35.1917,108.8701,142,2020-02-04,2,0,China
1387,Shandong,China,36.3427,118.1498,275,2020-02-04,11,0,China
1388,Shanghai,China,31.201999999999998,121.4491,219,2020-02-04,12,1,China
1389,Shanxi,China,37.5777,112.2922,81,2020-02-04,4,0,China
1390,Sichuan,China,30.6171,102.7103,282,2020-02-04,14,1,China
1391,Tianjin,China,39.3054,117.323,67,2020-02-04,2,0,China
1392,Tibet,China,31.6927,88.0924,1,2020-02-04,0,0,China
1393,Xinjiang,China,41.1129,85.2401,29,2020-02-04,0,0,China
1394,Yunnan,China,24.974,101.48700000000001,122,2020-02-04,5,0,China
1395,Zhejiang,China,29.1832,120.0934,829,2020-02-04,62,0,China
1396,Thailand,Thailand,15.0,101.0,25,2020-02-04,5,0,Thailand
1397,Japan,Japan,36.0,138.0,22,2020-02-04,1,0,Japan
1398,South Korea,South Korea,36.0,128.0,16,2020-02-04,0,0,South Korea
1399,Taiwan,Taiwan,23.7,121.0,11,2020-02-04,0,0,Taiwan
1400,"Seattle, WA",United States of America,47.6062,-122.3321,1,2020-02-04,0,0,United States of America
1401,"Chicago, IL",United States of America,41.8781,-87.6298,2,2020-02-04,0,0,United States of America
1402,"Tempe, AZ",United States of America,33.4255,-111.94,1,2020-02-04,0,0,United States of America
1403,Macau,Macau,22.1667,113.55,10,2020-02-04,0,0,Macau
1404,Hong Kong,Hong Kong,22.3,114.2,17,2020-02-04,0,1,Hong Kong
1405,Singapore,Singapore,1.2833,103.8333,24,2020-02-04,0,0,Singapore
1406,Vietnam,Vietnam,16.0,108.0,8,2020-02-04,1,0,Vietnam
1407,France,France,47.0,2.0,6,2020-02-04,0,0,France
1408,Nepal,Nepal,28.1667,84.25,1,2020-02-04,0,0,Nepal
1409,Malaysia,Malaysia,2.5,112.5,10,2020-02-04,0,0,Malaysia
1410,"Toronto, ON",Canada,43.6532,-79.3832,2,2020-02-04,0,0,Canada
1411,British Columbia,Canada,49.2827,-123.1207,1,2020-02-04,0,0,Canada
1412,"Orange, CA",United States of America,33.7879,-117.8531,1,2020-02-04,0,0,United States of America
1413,"Los Angeles, CA",United States of America,34.0522,-118.2437,1,2020-02-04,0,0,United States of America
1414,New South Wales,Australia,-33.8688,151.2093,4,2020-02-04,2,0,Australia
