,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,3,0,2020-02-10
1,Fujian,福建省,福建,250,0,35,0,2020-02-10
2,Liaoning,辽宁省,辽宁,107,0,12,0,2020-02-10
3,Sichuan,四川省,四川,386,0,71,1,2020-02-10
4,Jiangsu,江苏省,江苏,468,0,71,0,2020-02-10
5,Jiangxi,江西省,江西,740,0,73,0,2020-02-10
6,Shandong,山东省,山东,444,0,63,1,2020-02-10
7,Guangxi,广西壮族自治区,广西,195,0,18,1,2020-02-10
8,Ningxia,宁夏回族自治区,宁夏,45,0,13,0,2020-02-10
9,Macau,澳门,澳门,10,0,1,0,2020-02-10
10,Henan,河南省,河南,1033,0,153,6,2020-02-10
11,Shanghai,上海市,上海,293,0,44,1,2020-02-10
12,Beijing,北京市,北京,326,0,37,2,2020-02-10
13,Anhui,安徽省,安徽,779,0,72,1,2020-02-10
14,Taiwan,台湾,台湾,18,0,1,0,2020-02-10
15,Xinjiang,新疆维吾尔自治区,新疆,45,0,0,0,2020-02-10
16,Hunan,湖南省,湖南,838,0,186,1,2020-02-10
17,Jilin,吉林省,吉林,78,0,12,1,2020-02-10
18,Gansu,甘肃省,甘肃,83,0,16,2,2020-02-10
19,Guizhou,贵州省,贵州,99,0,7,1,2020-02-10
20,Chongqing,重庆市,重庆,450,0,50,2,2020-02-10
21,Yunnan,云南省,云南,141,0,18,0,2020-02-10
22,Shaanxi,陕西省,陕西,208,0,25,0,2020-02-10
23,Hong Kong,香港,香港,29,0,0,1,2020-02-10
24,Zhejiang,浙江省,浙江,1075,0,201,0,2020-02-10
25,Shanxi,山西省,山西,115,0,22,0,2020-02-10
26,Hubei,湖北省,湖北,29631,0,1795,871,2020-02-10
27,Guangdong,广东省,广东,1131,0,141,1,2020-02-10
28,Tianjin,天津市,天津,90,0,4,1,2020-02-10
29,Hainan,海南省,海南,131,0,19,3,2020-02-10
30,Hebei,河北省,河北,206,0,34,2,2020-02-10
31,Inner Mongolia,内蒙古自治区,内蒙古,54,0,5,0,2020-02-10
32,Heilongjiang,黑龙江省,黑龙江,307,0,14,6,2020-02-10
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-10
