,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,3,0,2020-02-09
1,Fujian,福建省,福建,239,0,24,0,2020-02-09
2,Liaoning,辽宁省,辽宁,105,0,8,0,2020-02-09
3,Sichuan,四川省,四川,364,0,60,1,2020-02-09
4,Jiangsu,江苏省,江苏,439,0,51,0,2020-02-09
5,Jiangxi,江西省,江西,698,0,55,0,2020-02-09
6,Shandong,山东省,山东,416,0,44,0,2020-02-09
7,Guangxi,广西壮族自治区,广西,195,1,18,1,2020-02-09
8,Ningxia,宁夏回族自治区,宁夏,45,0,15,0,2020-02-09
9,Macau,澳门,澳门,10,0,1,0,2020-02-09
10,Henan,河南省,河南,981,0,116,4,2020-02-09
11,Shanghai,上海市,上海,286,0,41,1,2020-02-09
12,Beijing,北京市,北京,315,0,34,2,2020-02-09
13,Anhui,安徽省,安徽,733,0,59,0,2020-02-09
14,Taiwan,台湾,台湾,17,0,1,0,2020-02-09
15,Xinjiang,新疆维吾尔自治区,新疆,42,0,0,0,2020-02-09
16,Hunan,湖南省,湖南,803,0,156,1,2020-02-09
17,Jilin,吉林省,吉林,78,0,5,1,2020-02-09
18,Gansu,甘肃省,甘肃,79,0,12,1,2020-02-09
19,Guizhou,贵州省,贵州,89,0,7,1,2020-02-09
20,Chongqing,重庆市,重庆,446,0,39,2,2020-02-09
21,Yunnan,云南省,云南,140,0,17,0,2020-02-09
22,Shaanxi,陕西省,陕西,195,0,20,0,2020-02-09
23,Hong Kong,香港,香港,26,0,0,1,2020-02-09
24,Zhejiang,浙江省,浙江,1048,0,175,0,2020-02-09
25,Shanxi,山西省,山西,115,71,21,0,2020-02-09
26,Hubei,湖北省,湖北,27100,23638,1439,780,2020-02-09
27,Guangdong,广东省,广东,1095,0,112,1,2020-02-09
28,Tianjin,天津市,天津,88,0,4,1,2020-02-09
29,Hainan,海南省,海南,124,0,14,2,2020-02-09
30,Hebei,河北省,河北,206,0,30,2,2020-02-09
31,Inner Mongolia,内蒙古自治区,内蒙古,52,0,5,0,2020-02-09
32,Heilongjiang,黑龙江省,黑龙江,307,0,13,6,2020-02-09
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-09
