,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,18,0,2020-03-01
1,Fujian,福建省,福建,296,0,243,1,2020-03-01
2,Liaoning,辽宁省,辽宁,122,0,101,1,2020-03-01
3,Sichuan,四川省,四川,538,0,351,3,2020-03-01
4,Jiangsu,江苏省,江苏,631,0,523,0,2020-03-01
5,Jiangxi,江西省,江西,935,0,811,1,2020-03-01
6,Shandong,山东省,山东,756,0,431,6,2020-03-01
7,Guangxi,广西壮族自治区,广西,252,0,179,2,2020-03-01
8,Ningxia,宁夏回族自治区,宁夏,73,0,69,0,2020-03-01
9,Macau,澳门,澳门,10,0,8,0,2020-03-01
10,Henan,河南省,河南,1272,0,1185,22,2020-03-01
11,Shanghai,上海市,上海,337,0,287,3,2020-03-01
12,Beijing,北京市,北京,411,0,271,8,2020-03-01
13,Anhui,安徽省,安徽,990,0,868,6,2020-03-01
14,Taiwan,台湾,台湾,39,0,9,1,2020-03-01
15,Xinjiang,新疆维吾尔自治区,新疆,76,0,62,3,2020-03-01
16,Hunan,湖南省,湖南,1018,0,846,4,2020-03-01
17,Jilin,吉林省,吉林,93,0,75,1,2020-03-01
18,Gansu,甘肃省,甘肃,91,0,82,2,2020-03-01
19,Guizhou,贵州省,贵州,146,0,112,2,2020-03-01
20,Chongqing,重庆市,重庆,576,0,438,6,2020-03-01
21,Yunnan,云南省,云南,174,0,157,2,2020-03-01
22,Shaanxi,陕西省,陕西,245,0,207,1,2020-03-01
23,Hong Kong,香港,香港,95,0,33,2,2020-03-01
24,Zhejiang,浙江省,浙江,1205,0,1016,1,2020-03-01
25,Shanxi,山西省,山西,133,0,114,0,2020-03-01
26,Hubei,湖北省,湖北,66907,0,31187,2761,2020-03-01
27,Guangdong,广东省,广东,1349,0,983,7,2020-03-01
28,Tianjin,天津市,天津,136,0,109,3,2020-03-01
29,Hainan,海南省,海南,168,0,148,5,2020-03-01
30,Hebei,河北省,河北,318,0,283,6,2020-03-01
31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,51,0,2020-03-01
32,Heilongjiang,黑龙江省,黑龙江,480,0,330,13,2020-03-01
33,Tibet,西藏自治区,西藏,1,0,1,0,2020-03-01
