,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,18,0,2020-02-26
1,Fujian,福建省,福建,294,0,218,1,2020-02-26
2,Liaoning,辽宁省,辽宁,121,0,88,1,2020-02-26
3,Sichuan,四川省,四川,531,0,307,3,2020-02-26
4,Jiangsu,江苏省,江苏,631,0,478,0,2020-02-26
5,Jiangxi,江西省,江西,934,0,719,1,2020-02-26
6,Shandong,山东省,山东,756,0,375,6,2020-02-26
7,Guangxi,广西壮族自治区,广西,252,0,144,2,2020-02-26
8,Ningxia,宁夏回族自治区,宁夏,71,0,65,0,2020-02-26
9,Macau,澳门,澳门,10,0,7,0,2020-02-26
10,Henan,河南省,河南,1271,0,1033,19,2020-02-26
11,Shanghai,上海市,上海,336,0,272,3,2020-02-26
12,Beijing,北京市,北京,400,0,235,4,2020-02-26
13,Anhui,安徽省,安徽,989,0,744,6,2020-02-26
14,Taiwan,台湾,台湾,32,0,5,1,2020-02-26
15,Xinjiang,新疆维吾尔自治区,新疆,76,0,30,2,2020-02-26
16,Hunan,湖南省,湖南,1016,0,783,4,2020-02-26
17,Jilin,吉林省,吉林,93,0,63,1,2020-02-26
18,Gansu,甘肃省,甘肃,91,0,80,2,2020-02-26
19,Guizhou,贵州省,贵州,146,0,104,2,2020-02-26
20,Chongqing,重庆市,重庆,576,0,373,6,2020-02-26
21,Yunnan,云南省,云南,174,0,144,2,2020-02-26
22,Shaanxi,陕西省,陕西,245,0,189,1,2020-02-26
23,Hong Kong,香港,香港,85,0,18,2,2020-02-26
24,Zhejiang,浙江省,浙江,1205,0,867,1,2020-02-26
25,Shanxi,山西省,山西,133,0,102,0,2020-02-26
26,Hubei,湖北省,湖北,65187,0,20951,2615,2020-02-26
27,Guangdong,广东省,广东,1347,0,851,7,2020-02-26
28,Tianjin,天津市,天津,135,0,91,3,2020-02-26
29,Hainan,海南省,海南,168,0,127,5,2020-02-26
30,Hebei,河北省,河北,312,0,261,6,2020-02-26
31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,37,0,2020-02-26
32,Heilongjiang,黑龙江省,黑龙江,480,0,249,12,2020-02-26
33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-26
