,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,18,0,2020-02-29
1,Fujian,福建省,福建,296,0,242,1,2020-02-29
2,Liaoning,辽宁省,辽宁,121,0,95,1,2020-02-29
3,Sichuan,四川省,四川,538,0,350,3,2020-02-29
4,Jiangsu,江苏省,江苏,631,0,523,0,2020-02-29
5,Jiangxi,江西省,江西,935,0,811,1,2020-02-29
6,Shandong,山东省,山东,756,0,418,6,2020-02-29
7,Guangxi,广西壮族自治区,广西,252,0,172,2,2020-02-29
8,Ningxia,宁夏回族自治区,宁夏,73,0,69,0,2020-02-29
9,Macau,澳门,澳门,10,0,8,0,2020-02-29
10,Henan,河南省,河南,1272,0,1162,21,2020-02-29
11,Shanghai,上海市,上海,337,0,287,3,2020-02-29
12,Beijing,北京市,北京,411,0,271,8,2020-02-29
13,Anhui,安徽省,安徽,990,0,868,6,2020-02-29
14,Taiwan,台湾,台湾,39,0,9,1,2020-02-29
15,Xinjiang,新疆维吾尔自治区,新疆,76,0,52,3,2020-02-29
16,Hunan,湖南省,湖南,1018,0,844,4,2020-02-29
17,Jilin,吉林省,吉林,93,0,75,1,2020-02-29
18,Gansu,甘肃省,甘肃,91,0,82,2,2020-02-29
19,Guizhou,贵州省,贵州,146,0,112,2,2020-02-29
20,Chongqing,重庆市,重庆,576,0,422,6,2020-02-29
21,Yunnan,云南省,云南,174,0,157,2,2020-02-29
22,Shaanxi,陕西省,陕西,245,0,207,1,2020-02-29
23,Hong Kong,香港,香港,94,0,30,2,2020-02-29
24,Zhejiang,浙江省,浙江,1205,0,1016,1,2020-02-29
25,Shanxi,山西省,山西,133,0,113,0,2020-02-29
26,Hubei,湖北省,湖北,66337,0,28930,2727,2020-02-29
27,Guangdong,广东省,广东,1349,0,973,7,2020-02-29
28,Tianjin,天津市,天津,136,0,105,3,2020-02-29
29,Hainan,海南省,海南,168,0,147,5,2020-02-29
30,Hebei,河北省,河北,318,0,281,6,2020-02-29
31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,49,0,2020-02-29
32,Heilongjiang,黑龙江省,黑龙江,480,0,300,13,2020-02-29
33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-29
