,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,11,0,0,0,2020-02-03
1,Fujian,福建省,福建,159,0,0,0,2020-02-03
2,Liaoning,辽宁省,辽宁,70,0,1,0,2020-02-03
3,Sichuan,四川省,四川,231,0,11,1,2020-02-03
4,Jiangsu,江苏省,江苏,236,0,7,0,2020-02-03
5,Jiangxi,江西省,江西,333,0,12,0,2020-02-03
6,Shandong,山东省,山东,230,0,6,0,2020-02-03
7,Guangxi,广西壮族自治区,广西,111,0,2,0,2020-02-03
8,Ningxia,宁夏回族自治区,宁夏,28,0,0,0,2020-02-03
9,Macau,澳门,澳门,8,0,0,0,2020-02-03
10,Henan,河南省,河南,493,0,10,2,2020-02-03
11,Shanghai,上海市,上海,182,0,10,1,2020-02-03
12,Beijing,北京市,北京,191,0,9,1,2020-02-03
13,Anhui,安徽省,安徽,340,0,7,0,2020-02-03
14,Taiwan,台湾,台湾,10,0,0,0,2020-02-03
15,Xinjiang,新疆维吾尔自治区,新疆,21,0,0,0,2020-02-03
16,Hunan,湖南省,湖南,463,0,16,0,2020-02-03
17,Jilin,吉林省,吉林,23,0,1,0,2020-02-03
18,Gansu,甘肃省,甘肃,40,0,3,0,2020-02-03
19,Guizhou,贵州省,贵州,38,0,2,0,2020-02-03
20,Chongqing,重庆市,重庆,300,0,7,2,2020-02-03
21,Yunnan,云南省,云南,105,0,3,0,2020-02-03
22,Shaanxi,陕西省,陕西,116,0,0,0,2020-02-03
23,Hong Kong,香港,香港,14,0,0,0,2020-02-03
24,Zhejiang,浙江省,浙江,661,0,32,0,2020-02-03
25,Shanxi,山西省,山西,66,0,3,0,2020-02-03
26,Hubei,湖北省,湖北,9074,0,267,294,2020-02-03
27,Guangdong,广东省,广东,632,0,15,0,2020-02-03
28,Tianjin,天津市,天津,48,0,1,0,2020-02-03
29,Hainan,海南省,海南,64,0,4,1,2020-02-03
30,Hebei,河北省,河北,104,1,3,1,2020-02-03
31,Inner Mongolia,内蒙古自治区,内蒙古,27,0,1,0,2020-02-03
32,Heilongjiang,黑龙江省,黑龙江,95,0,2,2,2020-02-03
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-03
