,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,5,0,2020-02-12
1,Fujian,福建省,福建,272,0,46,0,2020-02-12
2,Liaoning,辽宁省,辽宁,116,0,19,0,2020-02-12
3,Sichuan,四川省,四川,436,0,87,1,2020-02-12
4,Jiangsu,江苏省,江苏,543,0,106,0,2020-02-12
5,Jiangxi,江西省,江西,844,0,152,1,2020-02-12
6,Shandong,山东省,山东,497,0,83,1,2020-02-12
7,Guangxi,广西壮族自治区,广西,222,0,31,1,2020-02-12
8,Ningxia,宁夏回族自治区,宁夏,58,0,22,0,2020-02-12
9,Macau,澳门,澳门,10,0,1,0,2020-02-12
10,Henan,河南省,河南,1135,0,233,8,2020-02-12
11,Shanghai,上海市,上海,306,0,57,1,2020-02-12
12,Beijing,北京市,北京,352,0,56,3,2020-02-12
13,Anhui,安徽省,安徽,889,0,117,4,2020-02-12
14,Taiwan,台湾,台湾,18,0,1,0,2020-02-12
15,Xinjiang,新疆维吾尔自治区,新疆,59,0,3,0,2020-02-12
16,Hunan,湖南省,湖南,946,0,263,2,2020-02-12
17,Jilin,吉林省,吉林,83,0,18,1,2020-02-12
18,Gansu,甘肃省,甘肃,86,0,24,2,2020-02-12
19,Guizhou,贵州省,贵州,131,0,17,1,2020-02-12
20,Chongqing,重庆市,重庆,505,0,79,3,2020-02-12
21,Yunnan,云南省,云南,154,0,21,0,2020-02-12
22,Shaanxi,陕西省,陕西,225,0,36,0,2020-02-12
23,Hong Kong,香港,香港,49,0,0,1,2020-02-12
24,Zhejiang,浙江省,浙江,1131,0,279,0,2020-02-12
25,Shanxi,山西省,山西,124,0,30,0,2020-02-12
26,Hubei,湖北省,湖北,33366,0,2639,1068,2020-02-12
27,Guangdong,广东省,广东,1219,0,241,1,2020-02-12
28,Tianjin,天津市,天津,107,0,10,2,2020-02-12
29,Hainan,海南省,海南,151,0,20,3,2020-02-12
30,Hebei,河北省,河北,251,0,49,2,2020-02-12
31,Inner Mongolia,内蒙古自治区,内蒙古,60,0,5,0,2020-02-12
32,Heilongjiang,黑龙江省,黑龙江,378,0,28,8,2020-02-12
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-12
