,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,13,0,0,0,2020-02-04
1,Fujian,福建省,福建,179,0,1,0,2020-02-04
2,Liaoning,辽宁省,辽宁,74,0,1,0,2020-02-04
3,Sichuan,四川省,四川,254,0,14,1,2020-02-04
4,Jiangsu,江苏省,江苏,271,0,8,0,2020-02-04
5,Jiangxi,江西省,江西,391,0,18,0,2020-02-04
6,Shandong,山东省,山东,259,0,7,0,2020-02-04
7,Guangxi,广西壮族自治区,广西,127,0,7,0,2020-02-04
8,Ningxia,宁夏回族自治区,宁夏,31,0,1,0,2020-02-04
9,Macau,澳门,澳门,8,0,0,0,2020-02-04
10,Henan,河南省,河南,566,0,16,2,2020-02-04
11,Shanghai,上海市,上海,203,0,10,1,2020-02-04
12,Beijing,北京市,北京,212,0,12,1,2020-02-04
13,Anhui,安徽省,安徽,408,0,14,0,2020-02-04
14,Taiwan,台湾,台湾,10,0,0,0,2020-02-04
15,Xinjiang,新疆维吾尔自治区,新疆,24,0,0,0,2020-02-04
16,Hunan,湖南省,湖南,521,0,22,0,2020-02-04
17,Jilin,吉林省,吉林,31,0,1,0,2020-02-04
18,Gansu,甘肃省,甘肃,55,0,3,0,2020-02-04
19,Guizhou,贵州省,贵州,46,0,2,0,2020-02-04
20,Chongqing,重庆市,重庆,312,0,8,2,2020-02-04
21,Yunnan,云南省,云南,114,0,5,0,2020-02-04
22,Shaanxi,陕西省,陕西,128,0,0,0,2020-02-04
23,Hong Kong,香港,香港,15,0,0,0,2020-02-04
24,Zhejiang,浙江省,浙江,724,0,43,0,2020-02-04
25,Shanxi,山西省,山西,66,0,2,0,2020-02-04
26,Hubei,湖北省,湖北,13522,0,300,414,2020-02-04
27,Guangdong,广东省,广东,725,0,21,0,2020-02-04
28,Tianjin,天津市,天津,60,0,1,0,2020-02-04
29,Hainan,海南省,海南,72,0,4,1,2020-02-04
30,Hebei,河北省,河北,113,0,3,1,2020-02-04
31,Inner Mongolia,内蒙古自治区,内蒙古,34,0,1,0,2020-02-04
32,Heilongjiang,黑龙江省,黑龙江,121,0,2,2,2020-02-04
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-04
