,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,18,0,3,0,2020-02-07
1,Fujian,福建省,福建,215,0,14,0,2020-02-07
2,Liaoning,辽宁省,辽宁,94,0,5,0,2020-02-07
3,Sichuan,四川省,四川,344,0,37,1,2020-02-07
4,Jiangsu,江苏省,江苏,408,0,38,0,2020-02-07
5,Jiangxi,江西省,江西,661,0,45,0,2020-02-07
6,Shandong,山东省,山东,379,0,31,0,2020-02-07
7,Guangxi,广西壮族自治区,广西,172,0,17,0,2020-02-07
8,Ningxia,宁夏回族自治区,宁夏,43,0,1,0,2020-02-07
9,Macau,澳门,澳门,10,0,1,0,2020-02-07
10,Henan,河南省,河南,914,0,68,3,2020-02-07
11,Shanghai,上海市,上海,269,166,25,1,2020-02-07
12,Beijing,北京市,北京,274,0,31,1,2020-02-07
13,Anhui,安徽省,安徽,665,0,34,0,2020-02-07
14,Taiwan,台湾,台湾,16,0,1,0,2020-02-07
15,Xinjiang,新疆维吾尔自治区,新疆,39,0,0,0,2020-02-07
16,Hunan,湖南省,湖南,772,0,91,0,2020-02-07
17,Jilin,吉林省,吉林,65,0,4,1,2020-02-07
18,Gansu,甘肃省,甘肃,67,0,9,0,2020-02-07
19,Guizhou,贵州省,贵州,77,0,6,1,2020-02-07
20,Chongqing,重庆市,重庆,411,0,24,2,2020-02-07
21,Yunnan,云南省,云南,135,0,7,0,2020-02-07
22,Shaanxi,陕西省,陕西,184,0,11,0,2020-02-07
23,Hong Kong,香港,香港,24,0,0,1,2020-02-07
24,Zhejiang,浙江省,浙江,1006,0,98,0,2020-02-07
25,Shanxi,山西省,山西,96,0,12,0,2020-02-07
26,Hubei,湖北省,湖北,22112,0,817,618,2020-02-07
27,Guangdong,广东省,广东,1018,0,69,1,2020-02-07
28,Tianjin,天津市,天津,79,0,2,1,2020-02-07
29,Hainan,海南省,海南,114,0,8,2,2020-02-07
30,Hebei,河北省,河北,171,0,16,1,2020-02-07
31,Inner Mongolia,内蒙古自治区,内蒙古,50,0,4,0,2020-02-07
32,Heilongjiang,黑龙江省,黑龙江,277,0,8,3,2020-02-07
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-07
