,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
0,Qinghai,青海省,青海,17,0,3,0,2020-02-06
1,Fujian,福建省,福建,205,0,11,0,2020-02-06
2,Liaoning,辽宁省,辽宁,89,0,4,0,2020-02-06
3,Sichuan,四川省,四川,301,0,24,1,2020-02-06
4,Jiangsu,江苏省,江苏,341,0,23,0,2020-02-06
5,Jiangxi,江西省,江西,548,0,27,0,2020-02-06
6,Shandong,山东省,山东,307,0,15,0,2020-02-06
7,Guangxi,广西壮族自治区,广西,150,0,13,0,2020-02-06
8,Ningxia,宁夏回族自治区,宁夏,34,0,1,0,2020-02-06
9,Macau,澳门,澳门,10,0,0,0,2020-02-06
10,Henan,河南省,河南,764,0,47,2,2020-02-06
11,Shanghai,上海市,上海,243,0,15,1,2020-02-06
12,Beijing,北京市,北京,253,0,24,1,2020-02-06
13,Anhui,安徽省,安徽,530,0,23,0,2020-02-06
14,Taiwan,台湾,台湾,11,0,0,0,2020-02-06
15,Xinjiang,新疆维吾尔自治区,新疆,32,0,0,0,2020-02-06
16,Hunan,湖南省,湖南,661,0,54,0,2020-02-06
17,Jilin,吉林省,吉林,54,0,2,0,2020-02-06
18,Gansu,甘肃省,甘肃,62,0,6,0,2020-02-06
19,Guizhou,贵州省,贵州,64,0,9,1,2020-02-06
20,Chongqing,重庆市,重庆,376,0,15,2,2020-02-06
21,Yunnan,云南省,云南,124,0,5,0,2020-02-06
22,Shaanxi,陕西省,陕西,165,0,6,0,2020-02-06
23,Hong Kong,香港,香港,21,0,0,1,2020-02-06
24,Zhejiang,浙江省,浙江,895,0,78,0,2020-02-06
25,Shanxi,山西省,山西,81,0,5,0,2020-02-06
26,Hubei,湖北省,湖北,19665,0,633,549,2020-02-06
27,Guangdong,广东省,广东,895,0,49,0,2020-02-06
28,Tianjin,天津市,天津,69,0,2,1,2020-02-06
29,Hainan,海南省,海南,99,0,5,1,2020-02-06
30,Hebei,河北省,河北,135,0,6,1,2020-02-06
31,Inner Mongolia,内蒙古自治区,内蒙古,42,0,3,0,2020-02-06
32,Heilongjiang,黑龙江省,黑龙江,190,0,7,2,2020-02-06
33,Tibet,西藏自治区,西藏,1,0,0,0,2020-02-06
